questionId,category,question,actualAnswer,intentPass,factualAccuracyPass,contextMemoryPass,productRecommendationPass,linkPass,tonePass,safetyPass,privacyPass,copyrightPass,responseTimeMs,finalStatus,failureReason
"Q086","D_double_desk","깊이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2730","fail","service_unavailable"
"Q087","D_double_desk","높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2273","fail","service_unavailable"
"Q088","D_double_desk","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1817","fail","service_unavailable"
"Q089","D_double_desk","배송 박스 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2053","fail","service_unavailable"
"Q090","D_double_desk","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1675","fail","service_unavailable"
"Q091","E_floor_desk","바닥 생활 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3867","fail","service_unavailable"
"Q092","E_floor_desk","좌식 작업 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3798","fail","service_unavailable"
"Q093","E_floor_desk","거실 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2636","fail","service_unavailable"
"Q094","E_floor_desk","아이 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2146","fail","service_unavailable"
"Q095","E_floor_desk","재봉틀 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2235","fail","service_unavailable"
"Q096","E_floor_desk","노트북 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1715","fail","service_unavailable"
"Q097","E_floor_desk","모니터 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2294","fail","service_unavailable"
"Q098","E_floor_desk","좌식 높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1722","fail","service_unavailable"
"Q099","E_floor_desk","높이 변경 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1849","fail","service_unavailable"
"Q100","E_floor_desk","가로 변경 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2303","fail","service_unavailable"
"Q101","E_floor_desk","깊이 변경 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4110","fail","service_unavailable"
"Q102","E_floor_desk","바닥 수평 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3026","fail","service_unavailable"
"Q103","E_floor_desk","흔들림 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3233","fail","service_unavailable"
"Q104","E_floor_desk","다리 공간 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1936","fail","service_unavailable"
"Q105","E_floor_desk","좌식 의자 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","5287","fail","service_unavailable"
"Q106","E_floor_desk","상판 소재 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4118","fail","service_unavailable"
"Q107","E_floor_desk","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2316","fail","service_unavailable"
"Q108","E_floor_desk","배송 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2402","fail","service_unavailable"
"Q109","E_floor_desk","보증 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1823","fail","service_unavailable"
"Q110","E_floor_desk","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2705","fail","service_unavailable"
"Q111","F_side_table","소파 옆 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1735","fail","service_unavailable"
"Q112","F_side_table","침대 옆 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1598","fail","service_unavailable"
"Q113","F_side_table","틈새 공간 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1909","fail","service_unavailable"
"Q114","F_side_table","협탁 대용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2475","fail","service_unavailable"
"Q115","F_side_table","프린터 받침 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2735","fail","service_unavailable"
"Q116","F_side_table","공기청정기 받침 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1971","fail","service_unavailable"
"Q117","F_side_table","화분 받침 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4242","fail","service_unavailable"
"Q118","F_side_table","노트북 임시 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4465","fail","service_unavailable"
"Q119","F_side_table","가로 맞춤 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3429","fail","service_unavailable"
"Q120","F_side_table","깊이 맞춤 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2493","fail","service_unavailable"
"Q121","F_side_table","높이 맞춤 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4528","fail","service_unavailable"
"Q122","F_side_table","프레임 구조 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2945","fail","service_unavailable"
"Q123","F_side_table","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4246","fail","service_unavailable"
"Q124","F_side_table","보증 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","7423","fail","service_unavailable"
"Q125","F_side_table","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2583","fail","service_unavailable"
"Q126","G_home_bar_table","홈바 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2158","fail","service_unavailable"
"Q127","G_home_bar_table","주방 옆 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2522","fail","service_unavailable"
"Q128","G_home_bar_table","아일랜드 옆 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2932","fail","service_unavailable"
"Q129","G_home_bar_table","서서 사용하는 작업대 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2230","fail","service_unavailable"
"Q130","G_home_bar_table","공간 분리 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3145","fail","service_unavailable"
"Q131","G_home_bar_table","양면 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2599","fail","service_unavailable"
"Q132","G_home_bar_table","의자 높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3613","fail","service_unavailable"
"Q133","G_home_bar_table","테이블 높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3190","fail","service_unavailable"
"Q134","G_home_bar_table","깊이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4062","fail","service_unavailable"
"Q135","G_home_bar_table","가로 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4058","fail","service_unavailable"
"Q136","G_home_bar_table","전선 정리 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3315","fail","service_unavailable"
"Q137","G_home_bar_table","물과 습기 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2851","fail","service_unavailable"
"Q138","G_home_bar_table","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2355","fail","service_unavailable"
"Q139","G_home_bar_table","보증 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2323","fail","service_unavailable"
"Q140","G_home_bar_table","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3751","fail","service_unavailable"
"Q141","H_frame","상판은 있고 프레임만 구매 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2819","fail","service_unavailable"
"Q142","H_frame","기존 상판 재사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3854","fail","service_unavailable"
"Q143","H_frame","상판 포함 여부 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2211","fail","service_unavailable"
"Q144","H_frame","상판 호환 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2324","fail","service_unavailable"
"Q145","H_frame","상판 크기 확인 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3033","fail","service_unavailable"
"Q146","H_frame","나사 위치 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1898","fail","service_unavailable"
"Q147","H_frame","상판 두께 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2250","fail","service_unavailable"
"Q148","H_frame","프레임 가로 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2324","fail","service_unavailable"
"Q149","H_frame","프레임 깊이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2511","fail","service_unavailable"
"Q150","H_frame","프레임 높이 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2151","fail","service_unavailable"
"Q151","H_frame","색상 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3886","fail","service_unavailable"
"Q152","H_frame","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3460","fail","service_unavailable"
"Q153","H_frame","배송 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2521","fail","service_unavailable"
"Q154","H_frame","보증 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2377","fail","service_unavailable"
"Q155","H_frame","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3164","fail","service_unavailable"
"Q157","I_sizing","가로 1230mm로 제작 가능한가요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2902","fail","service_unavailable"
"Q158","I_sizing","가로 975mm로 제작할 수 있나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2705","fail","service_unavailable"
"Q159","I_sizing","가로 1050mm 책상 제작 가능한가요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2169","fail","service_unavailable"
"Q160","I_sizing","가로 1130mm로 맞출 수 있나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2769","fail","service_unavailable"
"Q161","I_sizing","가로 120cm 책상 제작 가능해요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2848","fail","service_unavailable"
"Q162","I_sizing","가로 1.2m로 제작되나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2340","fail","service_unavailable"
"Q163","I_sizing","가로 12로 되나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2230","fail","service_unavailable"
"Q164","I_sizing","제가 잰 공간 사이즈랑 실제 책상 사이즈가 똑같아야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2713","fail","service_unavailable"
"Q165","I_sizing","벽과 벽 사이를 측정하면 되나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3566","fail","service_unavailable"
"Q166","I_sizing","걸레받이 튀어나온 부분도 고려해야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1867","fail","service_unavailable"
"Q167","I_sizing","몰딩이 있는데 사이즈 잴 때 영향 있나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2914","fail","service_unavailable"
"Q168","I_sizing","콘센트 위치 때문에 사이즈가 달라질 수도 있나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2068","fail","service_unavailable"
"Q169","I_sizing","문이 열리는 방향도 고려해서 재야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3295","fail","service_unavailable"
"Q170","I_sizing","옷장 문 여는 공간도 감안해야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3651","fail","service_unavailable"
"Q171","I_sizing","침대 서랍 빼는 공간도 고려해야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3586","fail","service_unavailable"
"Q172","I_sizing","의자 뺄 공간까지 계산해서 사이즈 재야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2780","fail","service_unavailable"
"Q173","I_sizing","지나다닐 통로 공간도 남겨야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3806","fail","service_unavailable"
"Q174","I_sizing","공간이 일정하지 않은데 어디를 기준으로 재야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1995","fail","service_unavailable"
"Q175","I_sizing","가로는 어떻게 측정하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4112","fail","service_unavailable"
"Q176","I_sizing","깊이는 어떻게 재나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2963","fail","service_unavailable"
"Q177","I_sizing","높이는 어떻게 측정하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2712","fail","service_unavailable"
"Q178","I_sizing","120cm면 몇 mm인가요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2602","fail","service_unavailable"
"Q179","I_sizing","1.5m면 몇 mm예요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3458","fail","service_unavailable"
"Q180","I_sizing","제가 원하는 사이즈가 제작 범위를 벗어나면 어떻게 되나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4072","fail","service_unavailable"
"Q305","L_assembly_as","주문번호 준비에 대해 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","true","true","true","true","true","true","true","true","true","4994","fail","service_unavailable"
"Q306","L_assembly_as","네이버 톡톡에 대해 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","true","true","true","true","true","true","true","true","true","4478","fail","service_unavailable"
"Q307","L_assembly_as","무료 교환 조건에 대해 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","true","true","true","true","true","true","true","true","true","4484","fail","service_unavailable"
