questionId,category,question,actualAnswer,intentPass,factualAccuracyPass,contextMemoryPass,productRecommendationPass,linkPass,tonePass,safetyPass,privacyPass,copyrightPass,responseTimeMs,finalStatus,failureReason
"Q011","A_brand","이 홈페이지에서 바로 결제할 수 있나요?","실제 주문과 결제, 배송은 네이버 브랜드스토어에서만 진행됩니다. 이 홈페이지에서는 제품을 살펴보시고, 구매는 공식 스토어로 이동해 진행하시면 됩니다.","true","true","true","true","true","true","true","true","true","6863","pass",""
"Q012","A_brand","고객센터는 어떻게 연락하나요?","고객지원 안내 페이지에서 상담 방법을 확인하실 수 있고, 실시간 문의는 네이버 톡톡 상담으로 연결됩니다. 대표번호는 1668-5738입니다.","true","true","true","true","true","true","true","true","true","5112","pass",""
"Q013","A_brand","인디업이라는 이름은 상표 등록이 되어 있나요?","상표 등록 여부는 제가 안내해 드릴 수 있는 정보가 아니어서, 정확한 확인은 상담으로 도와드리는 것이 좋겠습니다. 저는 인디업 책상 제품과 사이즈, 배송 등에 대해 안내해 드리고 있으니 관련해서 궁금한 점을 말씀해 주세요. (전화 상담은 평일 오전 9시 ~ 오후 5시에 가능하며, 네이버 톡톡은 시간 제약 없이 문의를 남길 수 있습니다.)","true","true","true","true","true","true","true","true","true","8303","pass",""
"Q014","A_brand","인디업 책상 후기는 어디서 볼 수 있나요?","인디업 책상 후기는 네이버 공식 스토어 상품 페이지에서 구매하신 분들이 남긴 리뷰로 확인하실 수 있습니다. 아래 스토어 전체 보기에서 원하시는 제품을 눌러 후기를 살펴보세요.","true","true","true","true","true","true","true","true","true","5856","pass",""
"Q015","A_brand","인디업 홈페이지랑 네이버 스토어는 뭐가 다른가요?","홈페이지는 제품 종류와 사이즈, 사용 방법 등을 확인하고 안내받는 공간이고, 실제 주문과 결제, 배송, 교환·환불은 네이버 브랜드스토어에서만 진행됩니다. 제품이 마음에 드셨다면 네이버 공식 스토어에서 구매하시면 됩니다.","true","true","true","true","true","true","true","true","true","7768","pass",""
"Q016","B_recommendation","혼자 사용할 책상을 찾고 있어요","혼자 사용하신다면 1인용 책상을 추천드립니다. 원룸이나 서재, 홈오피스 등 한 사람이 쓰기 좋은 구성이며, 일반 책상형과 멀티탭거치대가 포함된 컴퓨터책상형 두 가지로 제작됩니다.","true","true","true","true","true","true","true","true","true","10506","pass",""
"Q017","B_recommendation","두 명이 같이 쓸 책상이 필요해요","두 분이 함께 쓰실 거라면 2인용 책상을 추천드립니다. 일반 책상형과 멀티탭거치대 2개가 포함된 컴퓨터책상형 두 가지 구성으로 제작되며, 가로 사이즈는 범위 안에서 10mm 단위로 맞춤 제작이 가능합니다.","true","true","true","true","true","true","true","true","true","8130","pass",""
"Q018","B_recommendation","부부가 같이 쓸 책상 추천해주세요","두 분이 함께 쓰실 거라면 2인용 책상을 추천드립니다. 일반 책상형과 컴퓨터책상형(멀티탭거치대 2개 기본 포함) 두 가지 구성이 있어 용도에 맞게 고르실 수 있습니다.","true","true","true","true","true","true","true","true","true","7885","pass",""
"Q019","B_recommendation","커플이 나란히 앉아 쓸 책상 있나요?","두 분이 나란히 앉아 쓰실 수 있는 2인용 책상을 추천드립니다. 가로 사이즈는 원하시는 공간에 맞춰 10mm 단위로 맞춤 제작이 가능하고, 상판만 있는 일반형과 멀티탭거치대 2개가 포함된 컴퓨터책상형 두 가지 구성으로 만들어집니다.","true","true","true","true","true","true","true","true","true","10520","pass",""
"Q020","B_recommendation","원룸에 놓을 책상 추천해주세요","원룸처럼 공간이 제한된 곳에는 1인용 책상이 가장 적합합니다. 가로·높이를 원하는 범위 안에서 10mm 단위로 맞춤 제작할 수 있어 좁은 자리에도 맞춰 넣기 좋습니다.","true","true","true","true","true","true","true","true","true","7746","pass",""
"Q021","B_recommendation","작은 방에 맞는 책상이 있을까요?","작은 방이라면 혼자 쓰기 좋은 1인용 책상을 추천합니다. 가로 사이즈를 방 폭에 맞춰 10mm 단위로 맞춤 제작할 수 있어 좁은 공간에도 딱 맞게 넣을 수 있습니다. 혼자 쓰시는 게 맞다면 이대로 진행하면 되고, 두 분이 함께 쓰실 계획이면 알려주세요.","true","true","true","true","true","true","true","true","true","9487","pass",""
"Q022","B_recommendation","서재에 둘 책상을 찾고 있어요","서재라면 혼자 쓰시는 경우가 많아 1인용 책상을 우선 추천드립니다. 가로·높이를 10mm 단위로 맞춤 제작할 수 있어 서재 공간에 딱 맞게 만드실 수 있습니다. 혹시 두 분이 함께 사용하실 예정이라면 2인용 책상으로 안내드릴게요.","true","true","true","true","true","true","true","true","true","8092","pass",""
"Q023","B_recommendation","홈오피스용 책상 추천해주세요","홈오피스에서 혼자 사용하신다면 1인용 책상을 추천드립니다. 컴퓨터 작업이 많으시면 멀티탭거치대가 기본 포함된 컴퓨터책상형 구성이 편리합니다. 두 분이 함께 쓰실 예정이라면 2인용 책상도 안내해 드릴 수 있어요.","true","true","true","true","true","true","true","true","true","7651","pass",""
"Q024","B_recommendation","아이 공부방에 놓을 책상 추천해주세요","아이 공부방처럼 한 사람이 쓰는 공간이라면 1인용 책상을 추천드립니다. 가로·높이를 아이 키와 방 크기에 맞춰 10mm 단위로 맞춤 제작할 수 있고, 멀티탭거치대가 포함된 컴퓨터책상형과 상판만 있는 일반 책상형 중에서 선택하실 수 있습니다.","true","true","true","true","true","true","true","true","true","7835","pass",""
"Q025","B_recommendation","컴퓨터 작업용 책상이 필요해요","컴퓨터 작업용이면 멀티탭거치대가 기본 포함되는 컴퓨터책상형으로 제작하실 수 있습니다. 혼자 쓰시는 1인용을 우선 추천드리며, 두 분이 함께 쓰신다면 2인용도 가능합니다.","true","true","true","true","true","true","true","true","true","9432","pass",""
"Q026","B_recommendation","노트북만 놓고 쓸 책상 추천해주세요","노트북 하나만 놓고 혼자 쓰실 용도라면 1인용 책상을 추천드립니다. 원룸이나 작은 방, 서재에 두기 좋고 가로·높이를 공간에 맞춰 맞춤 제작할 수 있습니다. 노트북과 함께 멀티탭을 깔끔하게 정리하고 싶으시면 멀티탭거치대가 기본 포함된 컴퓨터책상형 구성도 있습니다.","true","true","true","true","true","true","true","true","true","9301","pass",""
"Q027","B_recommendation","모니터 한 대 놓을 책상 추천해주세요","모니터 한 대를 놓고 혼자 쓰실 용도라면 1인용 책상을 추천드립니다. 모니터와 키보드, 서류 정도를 여유롭게 놓기 좋고 가로 사이즈도 공간에 맞춰 맞춤 제작됩니다. 배선 정리가 필요하시면 멀티탭거치대가 기본 포함된 컴퓨터책상형으로 고르시면 됩니다.","true","true","true","true","true","true","true","true","true","11994","pass",""
"Q028","B_recommendation","모니터 두 대 놓을 책상 추천해주세요","혼자 사용하신다는 가정으로, 모니터 두 대를 여유롭게 올릴 수 있도록 가로를 넓게 맞춤 제작할 수 있는 1인용 책상을 추천드립니다. 멀티탭거치대가 기본 포함되는 컴퓨터책상형으로 고르시면 선 정리에도 편리합니다. 두 분이 함께 쓰실 공간이라면 2인용 책상도 고려해 보실 수 있습니다.","true","true","true","true","true","true","true","true","true","11967","pass",""
"Q029","B_recommendation","모니터 세 대 놓고 쓸 책상 있나요?","모니터 세 대를 여유 있게 놓으시려면 가로 폭이 넓은 1인용 책상을 넓은 사이즈로 맞춤 제작하시면 됩니다. 원하시는 가로 폭은 사이즈 계산기에서 제작 가능 범위를 확인하실 수 있고, 케이블 정리에 편한 멀티탭거치대 포함 컴퓨터책상형 구성도 있습니다.","true","true","true","true","true","true","true","true","true","8645","pass",""
"Q030","B_recommendation","재봉틀 작업용 책상 추천해주세요","재봉틀 작업은 보통 혼자 앉아 오래 쓰는 작업이라 1인용 책상을 추천드립니다. 재봉틀은 진동이 있고 원단·부자재를 함께 올려두는 경우가 많아, 튼튼한 아연도금 철제 프레임에 상판 가로를 넉넉하게 맞춤 제작할 수 있는 1인용 책상이 적합합니다. 만약 재봉기와 재단·작업을 두 자리로 나눠 쓰신다면 2인용 책상 폭도 대안이 됩니다.","true","true","true","true","true","true","true","true","true","12891","pass",""
"Q041","C_single_desk","추천 공간 궁금한데 알려주세요","사용하실 공간과 인원에 따라 알맞은 책상이 달라집니다. 혼자 쓰는 원룸이나 서재라면 1인용 책상, 두 분이 함께라면 2인용 책상, 바닥에 앉아 쓰신다면 좌식 책상이 적합합니다. 몇 분이 사용하실 예정인지 알려주시면 가장 알맞은 제품 하나를 골라 추천해 드리겠습니다.","true","true","true","true","true","true","true","true","true","11680","pass",""
"Q042","C_single_desk","추천 사용자 궁금한데 알려주세요","사용 환경에 맞는 책상을 추천해 드릴게요. 혼자 쓰실지 두 분이 함께 쓰실지 알려주시면 바로 맞는 제품을 골라드리겠습니다.","true","true","true","true","true","true","true","true","true","7947","pass",""
"Q043","C_single_desk","원룸 사용 궁금한데 알려주세요","원룸처럼 공간이 넉넉하지 않은 곳이라면 혼자 사용하시는 1인용 책상을 우선 추천드립니다. 가로 사이즈는 범위 안에서 10mm 단위로 방에 맞춰 제작할 수 있어 좁은 공간에도 맞추기 좋습니다.","true","true","true","true","true","true","true","true","true","8444","pass",""
"Q044","C_single_desk","작은 방 사용 궁금한데 알려주세요","작은 방에서 한 분이 쓰실 책상이라면 1인용 책상이 가장 잘 맞습니다. 가로·높이는 범위 안에서 10mm 단위로 방에 맞춰 맞춤 제작할 수 있어 좁은 공간에도 딱 맞게 만들 수 있습니다. 혹시 두 분이 함께 쓰실 예정이라면 알려주시면 다른 구성으로 안내해 드리겠습니다.","true","true","true","true","true","true","true","true","true","10908","pass",""
"Q045","C_single_desk","서재 사용 궁금한데 알려주세요","서재에서 한 분이 쓰실 경우 1인용 책상을 추천드립니다. 두 분이 나란히 쓰실 예정이라면 2인용 책상이 더 적합합니다.","true","true","true","true","true","true","true","true","true","9736","pass",""
"Q046","C_single_desk","홈오피스 사용 궁금한데 알려주세요","홈오피스에서 혼자 사용하신다면 1인용 책상을 추천드리며, 상판만 있는 일반 책상형과 멀티탭거치대가 포함된 컴퓨터책상형 두 구성으로 제작됩니다. 두 분 이상 함께 쓰신다면 2인용 책상도 좋습니다.","true","true","true","true","true","true","true","true","true","8448","pass",""
"Q047","C_single_desk","노트북 사용 궁금한데 알려주세요","노트북으로 작업하실 책상을 찾으시는 것으로 이해했습니다. 혼자 쓰신다면 원룸이나 서재에 두기 좋은 1인용 책상을 추천드리고, 노트북과 함께 충전기·멀티탭을 정리하고 싶으시면 멀티탭거치대가 기본 포함된 컴퓨터책상형 구성이 편리합니다. 몇 분이 함께 사용하실지 알려주시면 더 맞게 안내해 드리겠습니다.","true","true","true","true","true","true","true","true","true","14643","pass",""
"Q048","C_single_desk","모니터 한 대 궁금한데 알려주세요","인디업은 책상을 제작하는 곳이라 모니터 자체는 취급하지 않는데, 모니터 한 대를 올려 쓸 책상을 찾으시는 것으로 이해했습니다. 혼자 사용하신다면 1인용 책상이 적합하고, 멀티탭거치대가 기본 포함된 컴퓨터책상형 구성으로도 제작할 수 있습니다. 사용 인원이 두 분 이상이면 2인용도 안내해 드릴게요.","true","true","true","true","true","true","true","true","true","11999","pass",""
"Q049","C_single_desk","모니터 두 대 궁금한데 알려주세요","모니터 두 대를 나란히 올리실 계획이라면 가로 폭을 넉넉하게 잡으시는 것이 좋습니다. 1인용 책상도 넓은 폭으로 맞춤 제작이 가능하니, 혼자 쓰시는지 두 분이 함께 쓰시는지 알려주시면 더 정확히 추천해 드리겠습니다.","true","true","true","true","true","true","true","true","true","9855","pass",""
"Q050","C_single_desk","프린터 동시 사용 궁금한데 알려주세요","프린터 사용 관련 내용은 제가 안내해 드리기 어려운 주제입니다. 인디업 책상의 사이즈, 제품 추천, 배송 등 책상 관련해서는 편하게 물어봐 주세요.","true","true","true","true","true","true","true","true","true","6461","pass",""
"Q051","C_single_desk","가로 크기 선택 궁금한데 알려주세요","책상 가로는 정해진 기성 사이즈 중에 고르는 것이 아니라, 제품별 범위 안에서 10mm 단위로 원하는 폭에 맞춰 주문 제작합니다. 두실 공간의 가로를 재신 값을 알려주시면 그 크기로 제작 가능한지 봐드릴 수 있고, 정확한 가능 범위는 사이즈 계산기에서 확정하실 수 있어요.","true","true","true","true","true","true","true","true","true","9580","pass",""
"Q052","C_single_desk","깊이 선택 궁금한데 알려주세요","인디업 책상은 가로와 높이를 범위 안에서 10mm 단위로 맞춤 제작하지만, 세로(깊이) 역시 제품별 제작 가능 범위 안에서 확정됩니다. 원하시는 깊이가 가능한지는 사이즈 계산기에서 가로·세로·높이를 함께 입력하면 정확히 확인하실 수 있습니다.","true","true","true","true","true","true","true","true","true","8028","pass",""
"Q053","C_single_desk","높이 선택 궁금한데 알려주세요","책상 높이는 제품별로 정해진 범위 안에서 10mm 단위로 원하시는 높이에 맞춰 주문 제작됩니다. 원하는 높이를 입력하면 제작 가능 여부를 바로 확인할 수 있으니 사이즈 계산기에서 확인해 보세요.","true","true","true","true","true","true","true","true","true","7707","pass",""
"Q054","C_single_desk","전선홀 궁금한데 알려주세요","전선홀(선정리 구멍) 관련 정확한 사양은 제가 확정해 드릴 수 있는 자료에 포함되어 있지 않아, 네이버 톡톡 상담으로 연결해 정확히 안내받으시는 것이 좋습니다. 혹시 컴퓨터책상형에 기본 포함되는 멀티탭거치대(1인용 1개, 2인용 2개)를 찾으시는 것이라면 그 부분은 안내해 드릴 수 있습니다. (전화 상담은 평일 오전 9시 ~ 오후 5시에 가능하며, 네이버 톡톡은 시간 제약 없이 문의를 남길 수 있습니다.)","true","true","true","true","true","true","true","true","true","9100","pass",""
"Q055","C_single_desk","멀티탭 정리 궁금한데 알려주세요","멀티탭은 책상 아래나 뒤쪽에 거치대로 띄워 고정하면 바닥에 늘어지지 않아 정리가 깔끔하고 청소도 쉬워집니다. 인디업 1인용·2인용 책상은 컴퓨터책상형으로 주문하시면 멀티탭거치대가 기본 포함(1인용 1개, 2인용 2개)되어 별도 부착 없이 선을 정리하실 수 있습니다.","true","true","true","true","true","true","true","true","true","10563","pass",""
"Q056","C_single_desk","모니터암 궁금한데 알려주세요","모니터암은 인디업 책상 구성에 포함되지 않는 품목이라 안내해 드릴 수 있는 정보가 없습니다. 대신 컴퓨터책상형은 멀티탭거치대가 기본 포함되니 책상 자체 구성이나 사이즈가 궁금하시면 도와드리겠습니다.","true","true","true","true","true","true","true","true","true","6661","pass",""
"Q057","C_single_desk","본체 배치 궁금한데 알려주세요","데스크톱 본체는 열이 잘 빠지도록 벽이나 다른 물건과 5~10cm 정도 띄우고, 바닥 먼지가 바로 들어가지 않게 바닥에서 살짝 올려 두는 배치를 권합니다. 인디업 컴퓨터책상형은 프레임 하부 공간이 트여 있어 본체를 책상 다리 안쪽에 세워 두거나 상판 아래에 여유 있게 배치하기 좋습니다.","true","true","true","true","true","true","true","true","true","12595","pass",""
"Q058","C_single_desk","상판 소재 궁금한데 알려주세요","상판은 18mm 두께의 E0 등급 LPM 소재를 사용합니다. 색상과 마감은 화이트, 블랙, 그레이, 나무무늬, 멀바우 총 5종 중에서 선택하실 수 있습니다.","true","true","true","true","true","true","true","true","true","5431","pass",""
"Q059","C_single_desk","프레임 구조 궁금한데 알려주세요","인디업 프레임은 아연도금 철제로 만들고 풀용접으로 마감한 뒤 분체도장 후 고온 경화 처리를 합니다. 회전형 수평조절발이 기본 적용되어 바닥이 고르지 않아도 흔들림 없이 수평을 맞출 수 있으며, 색상은 화이트와 블랙 2종입니다.","true","true","true","true","true","true","true","true","true","8296","pass",""
"Q060","C_single_desk","흔들림 궁금한데 알려주세요","인디업 프레임은 회전형 수평조절발이 기본 적용되어, 바닥이 고르지 않아 흔들리거나 기울면 조절발을 돌려 높낮이를 맞추면 잡힙니다. 풀용접 마감된 철제 프레임이라 구조 자체의 흔들림은 거의 없고, 대부분 바닥 단차 때문이니 조절발로 수평을 맞춰보세요.","true","true","true","true","true","true","true","true","true","12982","pass",""
"Q031","B_recommendation","프린터도 같이 올려둘 책상 추천해주세요","프린터를 함께 올려두려면 상판 여유가 넉넉한 책상이 좋아 혼자 쓰신다면 1인용 책상을, 두 분이 함께 쓰신다면 2인용 책상을 추천드립니다. 인디업 책상은 가로 사이즈를 범위 안에서 10mm 단위로 맞춤 제작할 수 있어 프린터 자리를 감안해 조금 넓게 주문하시면 됩니다. 혹시 몇 분이 사용하실 공간인가요?","true","true","true","true","true","true","true","true","true","14672","pass",""
"Q032","B_recommendation","소파 옆에 둘 작은 테이블 있나요?","소파 옆에 두기 좋은 사이드테이블이 있습니다. 틈새나 소파·침대 옆 공간에 맞춰 크기를 조절해 제작할 수 있어 좁은 자리에도 잘 어울립니다.","true","true","true","true","true","true","true","true","true","7583","pass",""
"Q033","B_recommendation","침대 옆에 둘 협탁 같은 테이블 추천해주세요","침대 옆 협탁 용도라면 좁은 틈새 공간에 맞는 사이드테이블을 추천드립니다. 폭이 좁은 자리에도 맞춰 제작할 수 있어 침대 옆 협탁으로 사용하기 좋습니다.","true","true","true","true","true","true","true","true","true","6806","pass",""
"Q034","B_recommendation","좁은 틈새 공간에 맞는 테이블 있나요?","소파 옆이나 침대 옆, 좁은 틈새 공간에는 사이드테이블이 가장 적합합니다. 원하는 가로 폭에 맞춰 10mm 단위로 맞춤 제작할 수 있어 좁은 자리에도 잘 맞습니다.","true","true","true","true","true","true","true","true","true","7779","pass",""
"Q035","B_recommendation","바닥에 앉아서 쓸 책상 추천해주세요","바닥에 앉아 사용하실 거라면 좌식 책상을 추천드립니다. 프레임은 아연도금 철제에 풀용접·분체도장으로 마감하고 상판은 18mm E0 등급으로, 가로·높이를 범위 안에서 10mm 단위 맞춤 제작할 수 있습니다.","true","true","true","true","true","true","true","true","true","11442","pass",""
"Q036","B_recommendation","서서 작업할 수 있는 높은 테이블 있나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2187","fail","service_unavailable"
"Q037","B_recommendation","집에 홈바를 만들고 싶은데 어떤 제품이 맞을까요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4656","fail","service_unavailable"
"Q038","B_recommendation","거실과 주방 공간을 나눌 테이블 추천해주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2624","fail","service_unavailable"
"Q039","B_recommendation","상판은 있고 프레임만 필요한데 어떤 제품을 봐야 하나요?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2242","fail","service_unavailable"
"Q040","B_recommendation","책상을 사려는데 어떤 걸 골라야 할지 전혀 모르겠어요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1717","fail","service_unavailable"
"Q061","C_single_desk","색상 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2761","fail","service_unavailable"
"Q062","C_single_desk","제작 기간 궁금한데 알려주세요","주문 확인 후 일반적으로 7~8영업일이 필요합니다. 주말 및 공휴일은 제작 기간에서 제외됩니다.","true","true","true","true","true","true","true","true","true","566","pass",""
"Q063","C_single_desk","조립 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3507","fail","service_unavailable"
"Q064","C_single_desk","보증 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","4496","fail","service_unavailable"
"Q065","C_single_desk","구매 링크 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1740","fail","service_unavailable"
"Q066","D_double_desk","두 사람이 나란히 사용 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1701","fail","service_unavailable"
"Q067","D_double_desk","부부 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2399","fail","service_unavailable"
"Q068","D_double_desk","커플 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2732","fail","service_unavailable"
"Q069","D_double_desk","형제 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3103","fail","service_unavailable"
"Q070","D_double_desk","학생 두 명 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2482","fail","service_unavailable"
"Q071","D_double_desk","사무실 두 명 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1963","fail","service_unavailable"
"Q072","D_double_desk","1600mm?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3548","fail","service_unavailable"
"Q073","D_double_desk","1800mm?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3167","fail","service_unavailable"
"Q074","D_double_desk","2000mm?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3669","fail","service_unavailable"
"Q075","D_double_desk","2200mm?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2213","fail","service_unavailable"
"Q076","D_double_desk","2400mm?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3524","fail","service_unavailable"
"Q077","D_double_desk","2600mm?","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3255","fail","service_unavailable"
"Q078","D_double_desk","한 사람당 필요한 공간 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2752","fail","service_unavailable"
"Q079","D_double_desk","모니터 각 한 대 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2420","fail","service_unavailable"
"Q080","D_double_desk","모니터 각 두 대 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2897","fail","service_unavailable"
"Q081","D_double_desk","본체 두 대 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","1753","fail","service_unavailable"
"Q082","D_double_desk","상판 연결 부분 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","2383","fail","service_unavailable"
"Q083","D_double_desk","중앙 보강 구조 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3630","fail","service_unavailable"
"Q084","D_double_desk","전선홀 위치 궁금한데 알려주세요","현재 베타 서비스 개선을 위해 업데이트 중입니다. 잠시 후 다시 이용해 주세요.","false","false","true","true","true","true","true","true","true","3103","fail","service_unavailable"
